MSA_FIPS,MSA,MSA_Short_Name,County_FIPS,County,Population,Hospitals,Beds
21780,"Evansville, IN-KY","Evansville, IN-KY",18163,"Vanderburgh, IN",181451,6,1343
45460,"Terre Haute, IN","Terre Haute, IN",18165,"Vermillion, IN",15498,1,25
45460,"Terre Haute, IN","Terre Haute, IN",18167,"Vigo, IN",107038,4,541
29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN",18171,"Warren, IN",8265,1,16
21780,"Evansville, IN-KY","Evansville, IN-KY",18173,"Warrick, IN",62998,4,181
31140,"Louisville/Jefferson County, KY-IN",Louisville,18175,"Washington, IN",28036,1,25
23060,"Fort Wayne, IN","Fort Wayne, IN",18183,"Whitley, IN",33964,1,30
16300,"Cedar Rapids, IA","Cedar Rapids, IA",19011,"Benton, IA",25645,1,25
47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA",19013,"Black Hawk, IA",131228,3,459
11180,"Ames, IA","Ames, IA",19015,"Boone, IA",26234,1,42
47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA",19017,"Bremer, IA",25062,2,50
19780,"Des Moines-West Des Moines, IA",Des Moines,19049,"Dallas, IA",93453,1,25
20220,"Dubuque, IA","Dubuque, IA",19061,"Dubuque, IA",97311,3,470
47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA",19075,"Grundy, IA",12232,1,80
19780,"Des Moines-West Des Moines, IA",Des Moines,19077,"Guthrie, IA",10689,1,25
36540,"Omaha-Council Bluffs, NE-IA",Omaha,19085,"Harrison, IA",14049,1,25
19780,"Des Moines-West Des Moines, IA",Des Moines,19099,"Jasper, IA",37185,1,68
26980,"Iowa City, IA","Iowa City, IA",19103,"Johnson, IA",151140,4,1460
16300,"Cedar Rapids, IA","Cedar Rapids, IA",19105,"Jones, IA",20681,2,60
16300,"Cedar Rapids, IA","Cedar Rapids, IA",19113,"Linn, IA",226706,2,994
19780,"Des Moines-West Des Moines, IA",Des Moines,19121,"Madison, IA",16338,1,25
36540,"Omaha-Council Bluffs, NE-IA",Omaha,19129,"Mills, IA",15109,1,851
19780,"Des Moines-West Des Moines, IA",Des Moines,19153,"Polk, IA",490161,9,1897
36540,"Omaha-Council Bluffs, NE-IA",Omaha,19155,"Pottawattamie, IA",93206,2,514
19340,"Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL",19163,"Scott, IA",172943,4,1193
11180,"Ames, IA","Ames, IA",19169,"Story, IA",97117,4,279
19780,"Des Moines-West Des Moines, IA",Des Moines,19181,"Warren, IA",51466,0,0
26980,"Iowa City, IA","Iowa City, IA",19183,"Washington, IA",21965,1,25
43580,"Sioux City, IA-NE-SD","Sioux City, IA-NE-SD",19193,"Woodbury, IA",103107,3,907
48620,"Wichita, KS","Wichita, KS",20015,"Butler, KS",66911,2,126
41140,"St. Joseph, MO-KS","St. Joseph, MO-KS",20043,"Doniphan, KS",7600,0,0
29940,"Lawrence, KS","Lawrence, KS",20045,"Douglas, KS",122259,1,152
31740,"Manhattan, KS","Manhattan, KS",20061,"Geary, KS",31670,2,169
48620,"Wichita, KS","Wichita, KS",20079,"Harvey, KS",34429,2,141
45820,"Topeka, KS","Topeka, KS",20085,"Jackson, KS",13171,1,12
45820,"Topeka, KS","Topeka, KS",20087,"Jefferson, KS",19043,1,74
28140,"Kansas City, MO-KS",Kansas City,20091,"Johnson, KS",602401,17,1688
28140,"Kansas City, MO-KS",Kansas City,20103,"Leavenworth, KS",81758,3,207
28140,"Kansas City, MO-KS",Kansas City,20107,"Linn, KS",9703,0,0
28140,"Kansas City, MO-KS",Kansas City,20121,"Miami, KS",34237,2,194
45820,"Topeka, KS","Topeka, KS",20139,"Osage, KS",15949,0,0
31740,"Manhattan, KS","Manhattan, KS",20149,"Pottawatomie, KS",24383,3,254
31740,"Manhattan, KS","Manhattan, KS",20161,"Riley, KS",74232,2,109
48620,"Wichita, KS","Wichita, KS",20173,"Sedgwick, KS",516042,13,1294
45820,"Topeka, KS","Topeka, KS",20177,"Shawnee, KS",176875,5,845
48620,"Wichita, KS","Wichita, KS",20191,"Sumner, KS",22836,2,76
45820,"Topeka, KS","Topeka, KS",20197,"Wabaunsee, KS",6931,0,0
28140,"Kansas City, MO-KS",Kansas City,20209,"Wyandotte, KS",165429,4,1232
14540,"Bowling Green, KY","Bowling Green, KY",21003,"Allen, KY",21315,1,25
17140,"Cincinnati, OH-KY-IN",Cincinnati,21015,"Boone, KY",133581,2,201
30460,"Lexington-Fayette, KY","Lexington-Fayette, KY",21017,"Bourbon, KY",19788,1,58
26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH",21019,"Boyd, KY",46718,1,455
17140,"Cincinnati, OH-KY-IN",Cincinnati,21023,"Bracken, KY",8303,0,0
31140,"Louisville/Jefferson County, KY-IN",Louisville,21029,"Bullitt, KY",81676,0,0
14540,"Bowling Green, KY","Bowling Green, KY",21031,"Butler, KY",12879,0,0
17140,"Cincinnati, OH-KY-IN",Cincinnati,21037,"Campbell, KY",93584,2,361
26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH",21043,"Carter, KY",26797,0,0
17300,"Clarksville, TN-KY","Clarksville, TN-KY",21047,"Christian, KY",70461,3,786
30460,"Lexington-Fayette, KY","Lexington-Fayette, KY",21049,"Clark, KY",36263,1,54
36980,"Owensboro, KY","Owensboro, KY",21059,"Daviess, KY",101511,2,527
14540,"Bowling Green, KY","Bowling Green, KY",21061,"Edmonson, KY",12150,0,0
30460,"Lexington-Fayette, KY","Lexington-Fayette, KY",21067,"Fayette, KY",323152,11,2533
17140,"Cincinnati, OH-KY-IN",Cincinnati,21077,"Gallatin, KY",8869,0,0
17140,"Cincinnati, OH-KY-IN",Cincinnati,21081,"Grant, KY",25069,1,25
26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH",21089,"Greenup, KY",35098,1,190
36980,"Owensboro, KY","Owensboro, KY",21091,"Hancock, KY",8722,0,0
21060,"Elizabethtown-Fort Knox, KY","Elizabethtown-Fort Knox, KY",21093,"Hardin, KY",110958,4,542
21780,"Evansville, IN-KY","Evansville, IN-KY",21101,"Henderson, KY",45210,1,192
31140,"Louisville/Jefferson County, KY-IN",Louisville,21103,"Henry, KY",16126,0,0
31140,"Louisville/Jefferson County, KY-IN",Louisville,21111,"Jefferson, KY",766757,17,4872
30460,"Lexington-Fayette, KY","Lexington-Fayette, KY",21113,"Jessamine, KY",54115,0,0
17140,"Cincinnati, OH-KY-IN",Cincinnati,21117,"Kenton, KY",166998,4,728
21060,"Elizabethtown-Fort Knox, KY","Elizabethtown-Fort Knox, KY",21123,"Larue, KY",14398,0,0
36980,"Owensboro, KY","Owensboro, KY",21149,"McLean, KY",9207,0,0
21060,"Elizabethtown-Fort Knox, KY","Elizabethtown-Fort Knox, KY",21163,"Meade, KY",28572,0,0
31140,"Louisville/Jefferson County, KY-IN",Louisville,21185,"Oldham, KY",66799,2,187
17140,"Cincinnati, OH-KY-IN",Cincinnati,21191,"Pendleton, KY",14590,0,0
30460,"Lexington-Fayette, KY","Lexington-Fayette, KY",21209,"Scott, KY",57004,1,75
31140,"Louisville/Jefferson County, KY-IN",Louisville,21211,"Shelby, KY",49024,1,70
31140,"Louisville/Jefferson County, KY-IN",Louisville,21215,"Spencer, KY",19351,0,0
17300,"Clarksville, TN-KY","Clarksville, TN-KY",21221,"Trigg, KY",14651,1,25
14540,"Bowling Green, KY","Bowling Green, KY",21227,"Warren, KY",132896,4,733
30460,"Lexington-Fayette, KY","Lexington-Fayette, KY",21239,"Woodford, KY",26734,1,25
29180,"Lafayette, LA","Lafayette, LA",22001,"Acadia, LA",62045,6,290
12940,"Baton Rouge, LA","Baton Rouge, LA",22005,"Ascension, LA",126604,6,202
12940,"Baton Rouge, LA","Baton Rouge, LA",22007,"Assumption, LA",21891,1,6
43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA",22015,"Bossier, LA",127039,5,481
43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA",22017,"Caddo, LA",240204,14,2559
29340,"Lake Charles, LA","Lake Charles, LA",22019,"Calcasieu, LA",203436,11,1019
29340,"Lake Charles, LA","Lake Charles, LA",22023,"Cameron, LA",6973,1,49
43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA",22031,"De Soto, LA",27463,1,77
